"Brand","Vehicle","Engine","Engine code","Power","Torque (Nm/rpm)","Displacement","Average fuel consumption (l/100 km)","CO2 (g/km)","Weight(3p/5p) kg","Compression ratio","GearBox type","Traction type","Block material","Cylinder head","Jante","Largura","Ratio"
"Volkswagen","Polo GT","1.4L 80 hp",,"80/5000","132/3800",1390,6.3,150,"1038",10.5,"MT","2wd","aluminium","aluminium","R14",185,60
"Volkswagen","Polo","1.4L 80 hp AT",,"80/5000","132/3800",1390,6.9,163,,10.5,"AT 6","2wd","aluminium","aluminium","R14",165,70
"Volkswagen","Polo","1.6L 105 hp",,"105/5600","153/3800",1598,6.7,159,"1056",10.5,"MT","2wd","aluminium","aluminium","R14",185,60
"Volkswagen","Polo","1.4L TDI 70 hp 3 cyl.",,"69/4000","155/1600-2800",1422,4.5,119,,19.5,"MT",,"cast iron","aluminium","R14",165,70
"Volkswagen","Polo","1.4L TDI 80 hp",,"80/4000","195/2200",1422,4.5,119,,19.5,"MT",,"cast iron","aluminium","R14",165,70
"Volkswagen","Polo BlueMotion","1.4L TDI DPF 80 hp",,"80/4000","195/1800-2200",1422,3.8,99,"1109",19.5,"MT",,"cast iron","aluminium","R14",165,70
"Volkswagen","Polo GT","1.4L TDI 80 hp",,"80/4000","195/2200",1422,4.5,119,,19.5,"MT",,"cast iron","aluminium","R14",185,60
"Volkswagen","Polo","1.9L TDI 100 hp",,"101/4000","240/1800-2400",1896,4.8,127,,19.0,"MT","2wd","cast iron","aluminium","R14",185,60
"Volkswagen","Polo GTI","1.8L T 150 hp",,"150/5800","220/1950-4500",1781,7.8,186,"1164/?",9.5,"MT","2wd","cast iron","aluminium","R16",205,45
"Volkswagen","Crosspolo","1.4L 75 hp",,"75/5000","126/3800",1390,6.7,161,"1087",10.5,"MT","2wd","aluminium","aluminium","R17",215,40
"Volkswagen","Crosspolo","1.4L 100 hp",,"101/6000","126/4400",1390,6.8,163,"1097",10.5,"MT","2wd","aluminium","aluminium","R17",215,40
"Volkswagen","Crosspolo","1.4L TDI 70 hp 3 cyl.",,"69/4000","155/1600-2800",1422,4.9,132,"1155",19.5,"MT","2wd","cast iron","aluminium","R17",215,40
"Volkswagen","Crosspolo","1.9L TDI 100 hp",,"101/4000","240/1800-2400",1896,5.1,138,"1190",19.0,"MT","2wd","cast iron","aluminium","R17",215,40
"Volkswagen","Polo (2009)","1.2L 60 hp 3 cyl.",,"60/5200","108/3000",1198,5.5,128,"1068",10.5,"MT","2wd","aluminium","aluminium","R14",175,70
"Volkswagen","Polo (2009)","1.2L 69 hp 3 cyl.",,"69/5400","112/3000",1198,5.5,128,"1068",10.5,"MT","2wd","aluminium","aluminium","R14",175,70
"Volkswagen","Polo (2009)","1.4L 86 hp",,"86/5000","132/3800",1390,5.9,139,"1071",10.5,"MT","2wd","aluminium","aluminium","R15",185,60
"Volkswagen","Polo (2009)","1.4L 86 hp DSG 7",,"86/5000","132/3800",1390,5.8,135,"1104",10.5,"DCT 7","2wd","aluminium","aluminium","R15",185,60
"Volkswagen","Polo (2009)","1.2L TSI 105 hp",,"105/?",,,5.5,129,,,"MT 6","2wd",,,"R15",185,60
"Volkswagen","Polo (2009)","1.6L TDI 75 hp",,"75/4000","195/1500-2000",1598,4.2,109,"1157",16.5,"MT","2wd","cast iron","aluminium","R14",175,70
"Volkswagen","Polo (2009)","1.6L TDI 90 hp",,"90/4200","230/1500-2500",1598,4.2,109,"1157",16.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Volkswagen","Polo (2009)","1.6L TDI 90 hp DSG 7",,"90/4200","230/1500-2500",1598,4.3,112,"1179",16.5,"DCT 7","2wd","cast iron","aluminium","R15",185,60
"Volkswagen","Polo (2009) Bluemotion","1.6L TDI 90 hp",,"90/4200","230/1500-2500",1598,3.8,96,,16.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Volkswagen","Polo (2009)","1.6L TDI 105 hp",,"105/4400","250/1500-2500",1598,4.2,109,"1165",16.5,"MT","2wd","cast iron","aluminium","R15",185,60
"Volkswagen","Scirocco","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.4,149,"1319",10.0,"MT 6","2wd","cast iron","aluminium","R17",205,50
"Volkswagen","Scirocco","1.4L TSI 160 hp",,"160/5800","240/1500-4500",1390,6.6,154,"1346",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","1.4L TSI 160 hp DSG 7",,"160/5800","240/1500-4500",1390,6.3,147,"1360",10.0,"DCT 7","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","2.0L TSI 200 hp",,"200/5100","280/1700-5000",1984,7.6,179,"1373",9.8,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","2.0L TSI 200 hp DSG 6",,"200/5100","280/1700-5000",1984,7.6,179,"1393",9.8,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","2.0L TDI 140 hp",,"140/4200","320/1750-2500",1968,5.1,134,"1379",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","2.0L TDI 140 hp DSG 6",,"140/4200","320/1750-2500",1968,5.5,145,"1395",16.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","2.0L TDI 170 hp",,"170/4200","350/1750-2500",1968,5.3,139,"1395",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco","2.0L TDI 170 hp DSG 6",,"170/4200","350/1750-2500",1968,5.6,147,"1421",16.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Scirocco R","2.0L TSI 265 hp",,"265/6000","350/2500-5000",1984,8.3,194,"1408",9.8,"MT 6","2wd","cast iron","aluminium","R18",235,40
"Volkswagen","Scirocco R","2.0L TSI 265 hp DSG 6",,"265/6000","350/2500-5000",1984,8.2,192,"1428",9.8,"DCT 6","2wd","cast iron","aluminium","R18",235,40
"Volkswagen","New Beetle Cab.","1.6L 100 hp",,"102/5600","148/3800",1595,7.7,,"1292",10.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","New Beetle Cab.","2.0L 116 hp",,"116/5400","172/3200",1984,8.8,,"1324",10.3,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","New Beetle Cab.","2.0L 116 hp AT",,"116/5400","172/3200",1984,9.2,,"1352",10.3,"AT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","New Beetle","1.6L 100 hp",,"101/5600","145/3800",1595,8.1,,"1205",10.3,"MT","2wd","aluminium","aluminium","R15",195,65
"Volkswagen","New Beetle","1.8L T 150 hp",,"150/5800","220/2000",1781,8.3,,"1264",9.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","New Beetle","2.3L V5 170 hp",,"170/6200","220/3300",2324,8.9,,"1327",10.8,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","New Beetle RSi","3.2L V6 225 hp",,"225/6200","317/3200",3200,,,,,"MT 6","4wd",,,"R18",235,40
"Volkswagen","Eos","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.5,154,"1536",10.0,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Eos","1.4L TSI 160 hp",,"160/5800","240/1500-4500",1390,6.7,159,"1562",10.0,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Eos","2.0L TSI 200 hp",,"200/5100","280/1800-5000",1984,8.0,188,"1611",10.3,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Eos","2.0L TSI 200 hp DSG 6",,"200/5100","280/1800-5000",1984,8.0,188,"1632",10.3,"DCT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Eos","3.2L V6 250 hp DSG 6",,"250/6300","320/2500-3000",3189,9.2,219,"1702",10.9,"DCT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Eos","2.0L TDI CR 140 hp DPF",,"140/4200","320/1750-2500",1968,5.8,152,"1627",16.5,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Eos","2.0L TDI CR 140 hp DPF DSG 6",,"140/4200","320/1750-2500",1968,6.3,166,"1649",16.5,"DCT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Jetta","1.6L 102 hp",,"102/5600","148/3800",1595,7.4,178,"1268",10.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Jetta","1.6L FSI 115 hp",,"116/6000","155/4000",1598,6.8,166,"1271",12.0,"MT 6","2wd","aluminium","aluminium","R16",205,55
"Volkswagen","Jetta","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.2,140,"1345",19.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Jetta","1.9L TDI 105 hp DSG 6",,"105/4000","250/1900",1896,5.7,154,"1384",19.0,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Jetta","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,5.5,149,"1393",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Jetta","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.1,165,"1410",18.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Sharan","1.8L T 150 hp",,"150/5800","210/1800",1781,9.4,,"1668",,"MT 6 or AT 5","2wd",,,"R15",205,60
"Volkswagen","Sharan","2.8L V6 204 hp",,"204/6200","265/3400",2792,10.5,,"1752",,"MT 6 or AT 4","2wd or 4wd",,,"R16",215,55
"Volkswagen","Sharan","1.9L TDI 115 hp",,"115/4000","310/1900",1896,6.3,,"1678",,"MT 6 or AT 5","2wd",,,"R15",205,60
"Volkswagen","Caddy","1.4L 80 hp",,"80/5000","132/3800",1390,7.9,188,"1485",10.5,"MT","2wd","aluminium","aluminium","R15",195,65
"Volkswagen","Caddy","1.6L 102 hp",,"102/5600","148/3800",1595,8.2,195,"1495",10.5,"MT","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Caddy","1.9L TDI 75 hp",,"75/4000","210/1900",1896,6.0,158,"1560",,"MT","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Caddy","1.9L TDI 104 hp",,"105/4000","250/1900",1896,6.2,164,"1560",19.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Caddy Bluemotion","1.9L TDI 104 hp",,"105/4000","250/1900",1896,5.7,149,"1560",19.0,"MT","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Caddy","1.9L TDI 104 hp DSG 5",,"105/4000","250/1900",1896,6.7,177,"1560",19.0,"DCT 5","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Caddy","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,6.3,167,,18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf R32 (2006)","3.2L V6 250 hp",,"250/6300","320/2800-3000",3189,10.7,255,"1510/1541",10.9,"MT 6","4wd","cast iron","aluminium","R18",225,40
"Volkswagen","Golf R32 (2006)","3.2L V6 250 hp DSG 6",,"250/6300","320/2800-3000",3189,9.7,231,"1538/1569",10.9,"DCT 6","4wd","cast iron","aluminium","R18",225,40
"Volkswagen","Golf GTI (2007)","2.0L TFSI 200 hp",,"200/6000","280/1800-5000",1984,8.0,189,"1336/1372",10.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf GTI (2007)","2.0L TFSI 200 hp DSG 6",,"200/6000","280/1800-5000",1984,7.9,188,"1355/1391",10.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf (2007)","1.9L TDI 105 hp 4Motion",,"105/4000","250/1900",1896,5.8,157,"1424/1464",19.0,"MT 6","4wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf (2007) Sportline","1.9L TDI 105 hp 4Motion",,"105/4000","250/1900",1896,5.8,157,"1424/1464",19.0,"MT 6","4wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf (2007)","2.0L TDI 140 hp 4Motion",,"140/4000","320/1750-2500",1968,5.9,159,"1416/1450",18.5,"MT 6","4wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf (2007) Highline","2.0L TDI 140 hp 4Motion",,"140/4000","320/1750-2500",1968,6.0,160,"1416/1450",18.5,"MT 6","4wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf (2007) GT Sport 3p.","1.6L 102 hp",,"102/5600","148/3800",1595,7.4,176,"1173",10.3,"MT","2wd","aluminium","aluminium","R16",205,55
"Volkswagen","Golf (2007) GT Sport 3p.","1.6L FSI 115 hp",,"116/6000","155/4000",1598,6.7,161,"1184",12.0,"MT 6","2wd","aluminium","aluminium","R16",205,55
"Volkswagen","Golf (2007) GT Sport 3p.","1.4L TSI 122 hp",,"122/5500","200/1500",1390,6.3,149,"1205",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf (2007) GT Sport 3p.","1.4L TSI 140 hp",,"140/5600","220/1500-4000",1390,7.1,169,"1262",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf (2007) GT Sport 3p.","1.4L TSI 170 hp",,"170/6000","240/1750",1390,7.3,174,"1298",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf","1.6L 102 hp",,"102/5600","148/3800",1595,7.1,166,"1232/?",10.5,"MT","2wd","aluminium","aluminium","R15",195,65
"Volkswagen","Golf","1.6L 102 hp DSG 7",,"102/5600","148/3800",1595,6.7,157,"1265/?",10.5,"DCT 7","2wd","aluminium","aluminium","R15",195,65
"Volkswagen","Golf","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.2,144,"1290/?",10.0,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf","1.4L TSI 122 hp DSG 7",,"122/5000","200/1500-4000",1390,6.0,138,"1290/?",10.0,"DCT 7","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Sport","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.2,144,"1290/?",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Sport","1.4L TSI 122 hp DSG 7",,"122/5000","200/1500-4000",1390,6.0,138,"1290/?",10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf","1.4L TSI 160 hp",,"160/5800","240/1500-4500",1390,6.3,145,"1346/?",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf","1.4L TSI 160 hp DSG 7",,"160/5800","240/1500-4500",1390,6.0,139,"1346/?",10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf GTI","2.0L TSI 210 hp",,"211/5300","280/1700-5200",1984,7.3,170,"1393/?",9.6,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf GTI","2.0L TSI 210 hp DSG 6",,"211/5300","280/1700-5200",1984,7.4,173,"1414/?",9.6,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf","1.6L TDI CR 105 hp DPF",,"105/4400","250/1500-2500",1598,4.1,107,"1314/?",16.5,"MT","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Sport","1.6L TDI CR 105 hp DPF",,"105/4400","250/1500-2500",1598,4.1,107,"1314/?",16.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf","2.0L TDI CR 140 hp DPF",,"140/4200","320/1750-2500",1968,4.9,129,"1374/?",16.5,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf","2.0L TDI CR 140 hp DPF DSG 6",,"140/4200","320/1750-2500",1968,5.4,142,"1397/?",16.5,"DCT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Sport","2.0L TDI CR 140 hp DPF",,"140/4200","320/1750-2500",1968,4.9,129,"1374/?",16.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Sport","2.0L TDI CR 140 hp DPF DSG 6",,"140/4200","320/1750-2500",1968,5.4,142,"1397/?",16.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Sport","2.0L TDI CR 140 hp DPF 4Motion",,"140/4200","320/1750-2500",1968,5.5,145,"1474/?",16.5,"MT 6","4wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf GTD","2.0L TDI CR 170 hp DPF",,"170/4200","350/1750-2500",1968,5.3,139,"1404/?",16.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf GTD","2.0L TDI CR 170 hp DPF DSG 6",,"170/4200","350/1750-2500",1968,5.6,147,"1426/?",16.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Golf Plus","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.5,152,"1416",10.0,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Plus","1.4L TSI 122 hp DSG 7",,"122/5000","200/1500-4000",1390,6.3,146,"1438",10.0,"DCT 7","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Plus Sport","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.5,152,"1416",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Plus Sport","1.4L TSI 122 hp DSG 7",,"122/5000","200/1500-4000",1390,6.5,152,"1416",10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Plus Sport","1.4L TSI 160 hp",,"160/5800","240/1500-4500",1390,6.5,153,,10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Plus Sport","1.4L TSI 160 hp DSG 7",,"160/5800","240/1500-4500",1390,6.3,147,,10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Plus","1.6L TDI CR 105 hp DPF",,"105/4400","250/1500-2500",1598,4.8,126,"1446",16.5,"MT","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Plus Sport","1.6L TDI CR 105 hp DPF",,"105/4400","250/1500-2500",1598,4.8,126,"1446",16.5,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Plus","2.0L TDI CR 140 hp DPF",,"140/4200","320/1750-2500",1968,5.1,135,,16.5,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Plus","2.0L TDI CR 140 hp DPF DSG 6",,"140/4200","320/1750-2500",1968,5.6,146,"1505",16.5,"DCT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Golf Plus Sport","2.0L TDI CR 140 hp DPF",,"140/4200","320/1750-2500",1968,5.1,135,,16.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Plus Sport","2.0L TDI CR 140 hp DPF DSG 6",,"140/4200","320/1750-2500",1968,5.6,146,"1505",16.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.6L 102 hp",,"102/5600","148/3800",1595,7.4,176,"1278",10.5,"MT","2wd","aluminium","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.2,137,"1361",19.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant Bluemotion","1.9L TDI 105 hp",,"105/4000","250/1900",1896,4.6,122,"1357",19.0,"MT","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.9L TDI 105 hp DSG 7",,"105/4000","250/1900",1896,5.3,139,"1376",19.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.4,153,"1310",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.4L TSI 122 hp DSG 7",,"122/5000","200/1500-4000",1390,6.3,148,"1331",10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.4L TSI 160 hp",,"160/5800","240/1500-4500",1390,6.6,154,"1354",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","1.4L TSI 160 hp DSG 7",,"160/5800","240/1500-4500",1390,6.4,148,"1369",10.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","2.0L TDI 140 hp",,"140/4200","320/1750-2500",1968,5.5,143,"1399",16.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Golf Variant","2.0L TDI 140 hp DSG 6",,"140/4200","320/1750-2500",1968,5.8,154,"1430",16.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran","1.9L TDI 90 hp",,"90/4000","210/1800-2500",1896,6.0,157,"1573",19.0,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Touran","1.6L 102 hp",,"102/5600","148/3800",1595,8.1,193,"1502",10.5,"MT","2wd","aluminium","aluminium","R15",195,65
"Volkswagen","Touran","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.9,156,"1573",19.0,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Touran","1.4L TSI 140 hp",,"140/5600","220/1500-4000",1390,7.4,176,"1553",10.0,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Touran Advance","1.6L 102 hp",,"102/5600","148/3800",1595,8.1,193,"1502",10.5,"MT","2wd","aluminium","aluminium","R16",205,55
"Volkswagen","Touran Advance","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.9,156,"1573",19.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran","1.4L TSI 140 hp DSG 6",,"140/5600","220/1500-4000",1390,7.5,179,"1575",10.0,"DCT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Touran Bluemotion","1.9L TDI 105 hp",,"105/4000","250/1900",1896,5.4,145,"1557",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran Advance","1.9L TDI 105 hp DSG 7",,"105/4000","250/1900",1896,5.6,148,"1601",19.0,"DCT 7","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran Advance","1.4L TSI 140 hp",,"140/5600","220/1500-4000",1390,7.4,176,"1553",10.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran Advance","1.4L TSI 140 hp DSG 6",,"140/5600","220/1500-4000",1390,7.5,179,"1575",10.0,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran Sport","1.4L TSI 140 hp",,"140/5600","220/1500-4000",1390,7.4,176,"1553",10.0,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Touran Sport","1.4L TSI 140 hp DSG 6",,"140/5600","220/1500-4000",1390,7.5,179,"1575",10.0,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Touran","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,6.0,159,"1633",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.5,172,"1667",18.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran Sport","2.0L TDI 140 hp",,"140/4000","320/1750-2500",1968,6.0,159,"1633",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Touran Sport","2.0L TDI 140 hp DSG 6",,"140/4000","320/1750-2500",1968,6.5,172,"1667",18.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Touran","2.0L TDI 170 hp",,"170/4000","350/1750-2500",1968,6.6,174,"1625",18.5,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran","2.0L TDI 170 hp DSG 6",,"170/4000","350/1750-2500",1968,6.9,182,"1660",18.5,"DCT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran Sport","2.0L TDI 170 hp",,"170/4000","350/1750-2500",1968,6.6,174,"1625",18.5,"MT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Touran Sport","2.0L TDI 170 hp DSG 6",,"170/4000","350/1750-2500",1968,6.9,182,"1660",18.5,"DCT 6","2wd","cast iron","aluminium","R17",225,45
"Volkswagen","Touran (2003)","1.6L FSI 115 hp",,"116/5800","155/4000",1598,7.4,,"1423",12.0,"MT 6","2wd","aluminium","aluminium","R16",205,55
"Volkswagen","Touran (2003)","1.9L TDI 100 hp",,"101/4000","250/1900",1896,5.9,,"1498",19.0,"MT 6","2wd","cast iron","aluminium","R15",195,65
"Volkswagen","Touran (2003) Trendline","1.9L TDI 100 hp",,"101/4000","250/1900",1896,5.9,,"1498",19.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran (2003) Trendline","2.0L TDI 136 hp",,"136/4000","320/1750-2500",1968,6.0,,"1561",18.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Touran (2003) Highline","2.0L TDI 136 hp",,"136/4000","320/1750-2500",1968,6.0,,"1558",18.0,"MT 6","2wd","cast iron","aluminium","R16",205,55
"Volkswagen","Passat CC","1.8L TSI 160 hp",,"160/6200","250/1500-4200",1798,7.6,178,"1505",9.8,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","1.8L TSI 160 hp DSG 7",,"160/6200","250/1500-4200",1798,7.3,172,,9.8,"DCT 7","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","2.0L TSI 200 hp",,"200/6000","280/1800-5000",1984,7.9,186,"1516",10.5,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","2.0L TSI 200 hp Tiptronic",,"200/6000","280/1800-5000",1984,8.5,199,"1529",10.5,"AT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","2.0L TDI 140 hp DPF",,"140/4200","320/1750-2500",1968,5.6,146,"1541",16.5,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","2.0L TDI 140 hp DPF DSG 6",,"140/4200","320/1750-2500",1968,6.0,158,"1560",16.5,"DCT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","2.0L TDI 170 hp DPF",,"170/4200","350/1750-2500",1968,5.6,146,"1547",16.5,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","2.0L TDI 170 hp DPF DSG 6",,"170/4200","350/1750-2500",1968,6.1,159,"1565",16.5,"DCT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat CC","3.6L V6 FSI 300 hp DSG 6 4Motion",,"299/6600","350/2400-5300",3598,10.1,242,"1707",11.4,"DCT 6","4wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat","1.4L TSI 122 hp",,"122/5000","200/1500-4000",1390,6.6,157,"1463",10.0,"MT 6","2wd","cast iron","aluminium","R16",215,55
"Volkswagen","Passat","1.4L TSI 122 hp DSG 7",,"122/5000","200/1500-4000",1390,6.4,152,"1485",10.0,"DCT 7","2wd","cast iron","aluminium","R16",215,55
"Volkswagen","Passat","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,7.6,180,"1492",9.6,"MT 6","2wd","cast iron","aluminium","R16",215,55
"Volkswagen","Passat R-Line","1.8L TSI 160 hp",,"160/5000","250/1500-4200",1798,7.6,180,"1492",9.6,"MT 6","2wd","cast iron","aluminium","R17",235,45
"Volkswagen","Passat","2.0L TSI 200 hp",,"200/6000","280/1800-5000",1984,7.9,186,"1520",10.5,"MT 6","2wd","cast iron","aluminium","R16",215,55
